grid_id,luas_hijau_m2,luas_bangunan_m2,panjang_jalan_m,index_right,kecamatan,rasio_hijau_bangunan,rasio_jalan_bangunan,emisi_score,kategori_emisi
587,237022.03527686323,0.0,0.0,1564.0,Purwojati,237022.03527686323,0.0,-0.08320890707722246,normal
587,237022.03527686323,0.0,0.0,1549.0,Ajibarang,237022.03527686323,0.0,-0.08320890707722246,normal
588,179276.3824929564,5986.822001392139,568.9600812722879,1564.0,Purwojati,29.9401656313891,0.09501953817932589,-0.009968874175983612,sedang
588,179276.3824929564,5986.822001392139,568.9600812722879,1549.0,Ajibarang,29.9401656313891,0.09501953817932589,-0.009968874175983612,sedang
589,250000.0,0.0,0.0,1549.0,Ajibarang,250000.0,0.0,-0.08776494871038774,normal
590,250000.0,0.0,0.0,1549.0,Ajibarang,250000.0,0.0,-0.08776494871038774,normal
591,163394.96922856674,0.0,0.0,1549.0,Ajibarang,163394.96922856674,0.0,-0.057361404375522174,normal
592,126750.71000757375,6542.397242927107,21.20451740254093,1549.0,Ajibarang,19.37078023874849,0.003240597600193283,-0.027356825188292976,sedang
593,151383.98659260475,84774.21603584888,1280.5183250804453,1549.0,Ajibarang,1.7857104195238975,0.015104866551315573,0.23718573680219573,parah
593,151383.98659260475,84774.21603584888,1280.5183250804453,1552.0,Cilongok,1.7857104195238975,0.015104866551315573,0.23718573680219573,parah
594,220960.5677994272,132.4099695589595,0.0,1549.0,Ajibarang,1656.2522915633783,0.0,-0.07725258894392864,normal
594,220960.5677994272,132.4099695589595,0.0,1552.0,Cilongok,1656.2522915633783,0.0,-0.07725258894392864,normal
595,213815.27755618453,32588.98306915828,555.1558746536602,1549.0,Ajibarang,6.560766757762751,0.017034555479074037,0.040814330949808644,sedang
595,213815.27755618453,32588.98306915828,555.1558746536602,1552.0,Cilongok,6.560766757762751,0.017034555479074037,0.040814330949808644,sedang
595,213815.27755618453,32588.98306915828,555.1558746536602,1563.0,Pekuncen,6.560766757762751,0.017034555479074037,0.040814330949808644,sedang
596,248058.7184608922,1941.2815391077536,754.9962416535503,1549.0,Ajibarang,127.71511928947518,0.3887161703654872,-0.03120373072828246,normal
596,248058.7184608922,1941.2815391077536,754.9962416535503,1552.0,Cilongok,127.71511928947518,0.3887161703654872,-0.03120373072828246,normal
