grid_id,luas_hijau_m2,luas_bangunan_m2,panjang_jalan_m,index_right,kecamatan
240,3674.787647440493,0.0,0.0,1561.0,Lumbir
241,142879.9587764083,0.0,0.0,1561.0,Lumbir
242,233394.03675118627,0.0,0.0,1561.0,Lumbir
243,242526.7197924532,0.0,0.0,1561.0,Lumbir
244,250000.0,0.0,0.0,1561.0,Lumbir
244,250000.0,0.0,0.0,1553.0,Gumelar
245,226989.4405032408,0.0,0.0,1561.0,Lumbir
245,226989.4405032408,0.0,0.0,1553.0,Gumelar
246,196465.29070645772,0.0,0.0,1549.0,Ajibarang
246,196465.29070645772,0.0,0.0,1553.0,Gumelar
247,239741.80099392968,0.0,0.0,1561.0,Lumbir
247,239741.80099392968,0.0,0.0,1549.0,Ajibarang
247,239741.80099392968,0.0,0.0,1553.0,Gumelar
248,224266.81676995195,0.0,0.0,1561.0,Lumbir
248,224266.81676995195,0.0,0.0,1553.0,Gumelar
249,250000.0,0.0,0.0,1549.0,Ajibarang
249,250000.0,0.0,0.0,1553.0,Gumelar
250,236325.7559969406,0.0,0.0,1549.0,Ajibarang
250,236325.7559969406,0.0,0.0,1553.0,Gumelar
251,20944.461522032565,0.0,0.0,1549.0,Ajibarang
251,20944.461522032565,0.0,0.0,1553.0,Gumelar
252,0.0,45030.49163277555,391.8101015618947,1549.0,Ajibarang
252,0.0,45030.49163277555,391.8101015618947,1553.0,Gumelar
253,25961.48428336525,65859.81517830121,694.8597504229144,1549.0,Ajibarang
254,156072.97241923233,0.0,665.6599947029816,1549.0,Ajibarang
254,156072.97241923233,0.0,665.6599947029816,1553.0,Gumelar
255,44310.351968463336,0.0,0.0,1549.0,Ajibarang
255,44310.351968463336,0.0,0.0,1553.0,Gumelar
256,608.7779233863257,0.0,0.0,1549.0,Ajibarang
256,608.7779233863257,0.0,0.0,1553.0,Gumelar
257,184699.36841321364,0.0,0.0,1549.0,Ajibarang
257,184699.36841321364,0.0,0.0,1553.0,Gumelar
258,250000.0,0.0,0.0,1549.0,Ajibarang
258,250000.0,0.0,0.0,1553.0,Gumelar
259,249999.42049739155,0.0,0.0,1553.0,Gumelar
260,245041.57649084323,0.0,656.7274723155574,1553.0,Gumelar
261,250000.0,0.0,0.0,1553.0,Gumelar
262,50763.30232175017,80506.51918278639,429.9324106717618,1553.0,Gumelar
262,50763.30232175017,80506.51918278639,429.9324106717618,1563.0,Pekuncen
263,76610.13024057196,0.0,0.0,1553.0,Gumelar
263,76610.13024057196,0.0,0.0,1563.0,Pekuncen
264,0.0,37754.49707595478,657.5143449236649,1553.0,Gumelar
264,0.0,37754.49707595478,657.5143449236649,1563.0,Pekuncen
265,0.0,0.0,331.8077564419571,1553.0,Gumelar
265,0.0,0.0,331.8077564419571,1563.0,Pekuncen
266,0.0,0.0,402.1576944812088,1553.0,Gumelar
267,0.0,10567.991234122444,536.5021873636683,1553.0,Gumelar
268,0.0,0.0,0.978003221840414,1553.0,Gumelar
269,0.0,28052.216272766,805.5307010275912,1553.0,Gumelar
270,0.0,44426.12568158494,1301.8069553056312,1575.0,Wangon
271,0.0,0.0,0.0,1575.0,Wangon
272,12185.506310777377,0.0,573.9792690494429,1575.0,Wangon
273,40070.47344877595,0.0,0.0,1575.0,Wangon
274,102525.0246177202,801.3572194730071,0.0,1575.0,Wangon
274,102525.0246177202,801.3572194730071,0.0,1561.0,Lumbir
275,102488.05164627371,41384.23353738328,610.910954201812,1575.0,Wangon
275,102488.05164627371,41384.23353738328,610.910954201812,1561.0,Lumbir
276,18716.45472471973,98711.384094763,1307.8764455314936,1575.0,Wangon
276,18716.45472471973,98711.384094763,1307.8764455314936,1561.0,Lumbir
277,57839.60606924326,179345.1247685856,2215.323727877069,1575.0,Wangon
277,57839.60606924326,179345.1247685856,2215.323727877069,1561.0,Lumbir
278,181593.7388142961,54856.18184330559,1225.434920881835,1575.0,Wangon
278,181593.7388142961,54856.18184330559,1225.434920881835,1561.0,Lumbir
279,250000.0,0.0,716.9503155274722,1575.0,Wangon
279,250000.0,0.0,716.9503155274722,1561.0,Lumbir
280,231529.43302462675,0.0,0.0,1561.0,Lumbir
281,142562.96364360605,0.0,0.0,1575.0,Wangon
281,142562.96364360605,0.0,0.0,1561.0,Lumbir
282,69718.91042772835,0.0,0.0,1575.0,Wangon
282,69718.91042772835,0.0,0.0,1561.0,Lumbir
283,118042.12323593916,0.0,0.0,1575.0,Wangon
283,118042.12323593916,0.0,0.0,1561.0,Lumbir
284,240060.9736460193,0.0,0.0,1575.0,Wangon
284,240060.9736460193,0.0,0.0,1561.0,Lumbir
285,249987.99289032872,0.0,0.0,1561.0,Lumbir
286,143777.33835151023,26058.205416751334,505.7610477968593,1575.0,Wangon
286,143777.33835151023,26058.205416751334,505.7610477968593,1561.0,Lumbir
287,250000.0,0.0,0.0,1575.0,Wangon
287,250000.0,0.0,0.0,1561.0,Lumbir
288,250000.0,0.0,0.0,1575.0,Wangon
288,250000.0,0.0,0.0,1561.0,Lumbir
288,250000.0,0.0,0.0,1549.0,Ajibarang
288,250000.0,0.0,0.0,1553.0,Gumelar
289,241152.8849606026,0.0,0.0,1561.0,Lumbir
289,241152.8849606026,0.0,0.0,1549.0,Ajibarang
289,241152.8849606026,0.0,0.0,1553.0,Gumelar
290,234526.49586826324,0.0,0.0,1575.0,Wangon
290,234526.49586826324,0.0,0.0,1561.0,Lumbir
290,234526.49586826324,0.0,0.0,1549.0,Ajibarang
290,234526.49586826324,0.0,0.0,1553.0,Gumelar
291,242451.69888864545,371.1881362256679,0.0,1575.0,Wangon
291,242451.69888864545,371.1881362256679,0.0,1561.0,Lumbir
291,242451.69888864545,371.1881362256679,0.0,1549.0,Ajibarang
292,195596.69389864712,27729.199885954047,241.2574585510432,1549.0,Ajibarang
293,231023.05983350077,0.0,0.0,1549.0,Ajibarang
294,136891.12253341114,0.0,0.0,1549.0,Ajibarang
295,5311.784205870511,130722.8442622942,1034.9676316905689,1549.0,Ajibarang
295,5311.784205870511,130722.8442622942,1034.9676316905689,1553.0,Gumelar
296,35670.01860027518,119478.89828909698,880.4886582008438,1549.0,Ajibarang
296,35670.01860027518,119478.89828909698,880.4886582008438,1553.0,Gumelar
297,84183.19774366822,0.0,762.0246463883933,1549.0,Ajibarang
297,84183.19774366822,0.0,762.0246463883933,1553.0,Gumelar
297,84183.19774366822,0.0,762.0246463883933,1563.0,Pekuncen
298,11328.47579654036,55795.17308068537,167.58935765694798,1549.0,Ajibarang
298,11328.47579654036,55795.17308068537,167.58935765694798,1553.0,Gumelar
298,11328.47579654036,55795.17308068537,167.58935765694798,1563.0,Pekuncen
299,56403.361668525766,5157.190417321813,415.51198496193706,1549.0,Ajibarang
299,56403.361668525766,5157.190417321813,415.51198496193706,1553.0,Gumelar
299,56403.361668525766,5157.190417321813,415.51198496193706,1563.0,Pekuncen
300,249835.15918915157,0.0,0.0,1553.0,Gumelar
300,249835.15918915157,0.0,0.0,1563.0,Pekuncen
301,250000.0,0.0,0.0,1553.0,Gumelar
301,250000.0,0.0,0.0,1563.0,Pekuncen
302,250000.0,0.0,0.0,1553.0,Gumelar
303,116268.4347584147,89606.73547833053,1469.5215886727729,1553.0,Gumelar
303,116268.4347584147,89606.73547833053,1469.5215886727729,1563.0,Pekuncen
304,86396.57260186845,0.0,126.35133297299603,1553.0,Gumelar
304,86396.57260186845,0.0,126.35133297299603,1563.0,Pekuncen
305,145563.59040664145,7230.078410767036,323.259685323526,1553.0,Gumelar
305,145563.59040664145,7230.078410767036,323.259685323526,1563.0,Pekuncen
306,176032.28804650748,33264.265138602146,641.3880825402576,1553.0,Gumelar
306,176032.28804650748,33264.265138602146,641.3880825402576,1563.0,Pekuncen
307,1077.2178546772795,0.0,0.0,1553.0,Gumelar
307,1077.2178546772795,0.0,0.0,1563.0,Pekuncen
308,519.1509129949957,173815.42290930584,788.1540620388016,1553.0,Gumelar
308,519.1509129949957,173815.42290930584,788.1540620388016,1563.0,Pekuncen
309,0.0,8792.624606350286,54.18799599484209,1553.0,Gumelar
309,0.0,8792.624606350286,54.18799599484209,1563.0,Pekuncen
310,0.0,0.0,0.0,1553.0,Gumelar
310,0.0,0.0,0.0,1563.0,Pekuncen
311,0.0,0.0,0.0,1553.0,Gumelar
312,0.0,82646.39648403705,33.50662057624699,1553.0,Gumelar
313,0.0,43336.79544699814,1103.0000027168894,1553.0,Gumelar
314,0.0,117144.33452097344,2010.9666166744332,1575.0,Wangon
315,0.0,84756.67753198333,585.5866679026437,1575.0,Wangon
316,0.0,84306.77293342518,407.3778778023598,1575.0,Wangon
317,0.0,140938.2057029768,1867.7874372763883,1575.0,Wangon
