km2,road_km_per_km2,building_area_pct,green_area_pct,city
0.49989168085988245,14.845946428619822,227.4758211828805,0.0,JakartaPusat
0.5434695681240596,17.308880223915782,143.07827446940945,7.386436759293995,JakartaPusat
0.617768830467043,21.007236805366553,217.33559671378754,5.424453529300464,JakartaPusat
0.030704350190433934,60.897210572631884,4349.463994215016,5.70845056679831,JakartaPusat
0.001297069980003317,1093.7917465621274,37455.69091695963,0.0,JakartaPusat
0.10539912653745967,26.956054098498157,430.6417599895825,0.0,JakartaPusat
0.48022840164995045,12.323529331266545,258.94055633786064,0.0,JakartaPusat
1.0,19.017789112169044,269.0805206555598,1.3485770290471286,JakartaPusat
1.0,24.085041621782935,245.4671963626846,6.2481596774428345,JakartaPusat
0.7135190490613073,10.029286124539027,402.8256052626933,0.8300784220377787,JakartaPusat
0.19109772230862032,9.622009090563344,837.0356293237506,0.0,JakartaPusat
0.09010725906085597,38.5648661040404,1704.1016043742857,0.0,JakartaPusat
0.6974019591967104,29.848771024909947,490.8410449309298,1.2249319536244652,JakartaPusat
0.5317270143023138,21.599948961099358,373.1715770189763,0.49433112037426147,JakartaPusat
0.010245254633770313,241.88479007730143,0.0,0.0,JakartaPusat
0.7204535909714372,28.078130287977203,332.28993787067105,6.154508993324854,JakartaPusat
1.0,16.848387011085787,295.2855875060365,2.0993909658206427,JakartaPusat
1.0,19.63356563029728,577.0045894728682,0.5953489586023486,JakartaPusat
0.9615019941737687,23.422102468895893,529.366105268575,0.0,JakartaPusat
0.986252098265088,23.284960374217395,415.82063307718363,2.482782362539955,JakartaPusat
1.0,22.880285149031895,495.7883417209748,2.5805833282087183,JakartaPusat
0.6083044058662489,22.725729517771832,433.80432078445307,1.7506837295785702,JakartaPusat
0.03396563869372877,32.63741409938608,1470.440748784802,0.0,JakartaPusat
0.4187670773638656,21.45140600818778,364.6287167871296,11.325981657558193,JakartaPusat
1.0,19.793747154647395,501.05867717703205,0.0,JakartaPusat
1.0,18.51905125835646,618.5017787236785,1.3189368736019342,JakartaPusat
1.0,19.044599061744417,463.8218575116999,5.178305760504824,JakartaPusat
1.0,17.96087586912418,523.1350638263647,3.1279245163105776,JakartaPusat
0.6036213357359353,28.289462080208434,611.8511075730707,1.302437569615102,JakartaPusat
0.06380547010093478,37.91744805770067,5169.16295585508,0.0,JakartaPusat
0.3804659255516008,21.08231972335027,544.6868310687605,0.0,JakartaPusat
0.17605900095694452,28.376845948615593,678.3193861318991,0.0,JakartaPusat
0.28866999291481504,24.871860428797792,856.03910259108,0.0,JakartaPusat
1.0,18.609116440143346,572.954091435012,0.0,JakartaPusat
1.0,15.95479854399213,653.2339994716189,0.6286096807007172,JakartaPusat
1.0,16.88647568504807,479.55161689609724,2.415936403485741,JakartaPusat
1.0,15.280982309477078,336.0253467776935,7.8038626143285414,JakartaPusat
0.9974963428472301,19.366562782218985,336.5237593579082,0.0,JakartaPusat
1.0,25.700407673223523,455.0317944666273,0.0,JakartaPusat
0.758798124435487,20.909485381904737,438.1214062773626,1.2634408662014267,JakartaPusat
0.11485458166262465,37.66388373904736,1039.7864127258617,0.0,JakartaPusat
0.5427961781646475,16.538510669642815,579.2440223464083,0.0,JakartaPusat
1.0,14.93887215745723,494.79532877019557,1.1099208826653602,JakartaPusat
1.0,16.044591860893423,655.5553417252638,1.2908519433110914,JakartaPusat
1.0,23.467614809135448,538.9752539411886,5.006771822573341,JakartaPusat
1.0,17.779274007677728,411.9830160668693,5.285061558384249,JakartaPusat
1.0,23.41198406229835,534.0915704729856,2.0149018540574697,JakartaPusat
0.7211911589886313,22.438377085208455,204.41857905690392,7.476748880636803,JakartaPusat
0.36415837008078583,21.256503145312593,343.836452289094,6.910945125452115,JakartaPusat
0.519831906970815,20.384935823938555,378.67318053856314,0.0,JakartaPusat
0.909827159155084,15.25699600960667,516.6644383447075,3.481385670346102,JakartaPusat
1.0,16.839810227016986,560.5724273348787,0.0,JakartaPusat
1.0,27.558436882896192,574.0313387923604,0.0,JakartaPusat
1.0,26.62495134959245,691.336376901739,0.67811253347231,JakartaPusat
1.0,23.11261516361508,532.5573802271219,1.783948145927678,JakartaPusat
0.44470749365566287,28.181426226700566,550.619655427445,6.191966702283712,JakartaPusat
0.020895190429346337,64.76002846528017,2058.0797449883407,0.0,JakartaPusat
0.2791055951204701,28.32547462183809,844.9876257148825,11.161756323071135,JakartaPusat
0.9999732300379275,20.759074821429007,619.1259839524145,1.194392809006988,JakartaPusat
1.0,22.645791351920916,636.1319540203963,0.0,JakartaPusat
1.0,25.544510835485866,838.0634165391958,0.04997022859105345,JakartaPusat
1.0,22.290170979703245,523.2844537746744,0.7950501091185754,JakartaPusat
0.38989671741064796,26.758864940226303,796.3927933002325,3.205816919024379,JakartaPusat
0.9315375580148507,23.988140212409537,455.64335815764593,5.7815100736673735,JakartaPusat
1.0,27.17711931020004,530.9345823560716,3.7267064350645445,JakartaPusat
1.0,26.028210246147633,660.2975680851576,1.5737276195163883,JakartaPusat
0.8054153674663626,28.05373369055404,449.1776690329767,1.6696736237699694,JakartaPusat
0.00788458535977389,46.85978595902654,27047.213666656382,0.0,JakartaPusat
0.23762225683658245,27.3708415346898,958.3820743486613,11.054220086429563,JakartaPusat
0.31347306488178833,36.024907028419165,1021.5045381552815,0.0,JakartaPusat
0.5057773778639951,37.7041664525672,723.8711576567679,3.112018186742906,JakartaPusat
0.2777256021610479,46.39490429580519,528.4600109686997,0.0,JakartaPusat
