grid_id,kecamatan,cell_area_m2,bangunan_m2,hijau_m2,jalan_m,road_km_per_km2,building_area_pct,green_area_pct,ratio_green_building,ratio_road_building,score,kategori_emisi
41,Lumbir,250000.0,0.0,249999.9999999999,0.0,0.0,0.0,99.99999999999997,249999.9999999999,0.0,-0.11053967798373888,Rendah
42,Lumbir,250000.0,0.0,116661.4549622713,509.61536969099484,2.0384614787639794,0.0,46.664581984908516,116661.4549622713,509.61536969099484,-0.03569080329541171,Sedang
43,Lumbir,250000.0,44379.021523486816,12556.0437906958,1060.3304278498163,4.241321711399265,17.751608609394726,5.02241751627832,0.2829210838496526,0.023892066552709257,0.06627262502590033,Sedang
44,Lumbir,250000.0,19891.053275185994,193016.77664932286,15.758566609992993,0.06303426643997197,7.956421310074398,77.20671065972914,9.703210321183805,0.0007922041225201599,-0.06748070903346312,Sedang
45,Lumbir,74405.72168664752,0.0,74396.41386006147,0.0,0.0,0.0,99.98749044243499,74396.41386006147,0.0,-0.11052584995908936,Rendah
46,Lumbir,80685.67886363184,0.0,80685.67886363182,0.0,0.0,0.0,99.99999999999997,80685.67886363182,0.0,-0.11053967798373888,Rendah
47,Lumbir,250000.0,0.0,250000.0,0.0,0.0,0.0,100.0,250000.0,0.0,-0.11053967798373891,Rendah
48,Lumbir,250000.0,6107.170065864847,243892.82993413514,0.0,0.0,2.4428680263459386,97.55713197365405,39.928952092725126,0.0,-0.10250562208078062,Rendah
49,Lumbir,250000.0,56015.07351072573,71404.53970630272,512.3851329313588,2.049540531725435,22.406029404290294,28.561815882521085,1.274715188536563,0.009147109049570378,0.03332726186273016,Sedang
50,Lumbir,250000.0,2402.192293425651,62349.29158995353,1118.4235289622682,4.473694115849073,0.9608769173702604,24.939716635981412,25.944362321950194,0.46539077710173654,0.00940710361508534,Sedang
51,Lumbir,250000.0,8853.490317045667,184837.58676480068,85.52984880360819,0.34211939521443274,3.541396126818267,73.93503470592027,20.875011451418292,0.009659488659551161,-0.07132812247692825,Rendah
52,Lumbir,235496.21439211193,0.0,235496.2143921108,0.0,0.0,0.0,99.99999999999952,235496.2143921108,0.0,-0.11053967798373837,Rendah
53,Lumbir,9800.992952124328,0.0,9800.99295212433,0.0,0.0,0.0,100.00000000000003,9800.99295212433,0.0,-0.11053967798373894,Rendah
54,Lumbir,70759.19576329186,0.0,70759.19576329186,0.0,0.0,0.0,100.0,70759.19576329186,0.0,-0.11053967798373891,Rendah
55,Lumbir,250000.0,0.0,250000.0,0.0,0.0,0.0,100.0,250000.0,0.0,-0.11053967798373891,Rendah
56,Lumbir,250000.0,0.0,250000.0,0.0,0.0,0.0,100.0,250000.0,0.0,-0.11053967798373891,Rendah
57,Lumbir,250000.0,0.0,134242.9060216286,0.0,0.0,0.0,53.69716240865144,134242.9060216286,0.0,-0.0593566704129286,Sedang
58,Lumbir,250000.0,146774.3505549047,13163.879178188194,1822.4866366116514,7.289946546446606,58.70974022196188,5.2655516712752775,0.0896872610313674,0.012416844039012588,0.17919859193776866,Tinggi
59,Lumbir,250000.0,44960.318188232064,189222.39843515106,801.8418937716606,3.2073675750866424,17.984127275292824,75.68895937406043,4.208559847888916,0.017834038815648656,-0.019395088337764016,Sedang
60,Lumbir,250000.0,0.0,250000.0,0.0,0.0,0.0,100.0,250000.0,0.0,-0.11053967798373891,Rendah
